	AML_01_001	AML_02_001	AML_03_001	AML_04_001	AML_05_001	AML_06_001	AML_07_001	AML_08_001	AML_09_001	AML_100_001	AML_101_001	AML_102_001	AML_103_001	AML_104_001	AML_105_001	AML_106_001	AML_107_001	AML_108_001	AML_109_001	AML_10_001	AML_110_001	AML_111_001	AML_112_001	AML_113_001	AML_114_001	AML_115_001	AML_116_001	AML_117_001	AML_118_001	AML_119_001	AML_11_001	AML_120_001	AML_121_001	AML_122_001	AML_123_001	AML_12_001	AML_13_001	AML_14_001	AML_15_001	AML_16_001	AML_17_001	AML_18_001	AML_19_001	AML_20_001	AML_21_001	AML_22_001	AML_23_001	AML_24_001	AML_25_001	AML_26_001	AML_27_001	AML_28_001	AML_29_001	AML_30_001	AML_31_001	AML_32_001	AML_33_001	AML_34_001	AML_35_001	AML_36_001	AML_37_001	AML_38_001	AML_39_001	AML_40_001	AML_41_001	AML_42_001	AML_43_001	AML_44_001	AML_45_001	AML_46_001	AML_47_001	AML_48_001	AML_49_001	AML_50_001	AML_51_001	AML_52_001	AML_53_001	AML_54_001	AML_55_001	AML_56_001	AML_57_001	AML_58_001	AML_59_001	AML_60_001	AML_61_001	AML_62_001	AML_63_001	AML_64_001	AML_65_001	AML_66_001	AML_67_001	AML_68_001	AML_69_001	AML_70_001	AML_71_001	AML_72_001	AML_73_001	AML_74_001	AML_75_001	AML_76_001	AML_77_001	AML_78_001	AML_79_001	AML_80_001	AML_81_001	AML_82_001	AML_83_001	AML_84_001	AML_85_001	AML_86_001	AML_87_001	AML_88_001	AML_89_001	AML_90_001	AML_91_001	AML_92_001	AML_93_001	AML_94_001	AML_95_001	AML_96_001	AML_97_001	AML_98_001	AML_99_001
WT1	1.0	0.0	0.0	0.0415107179312691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9246525237746892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4017121455323702	0.0	0.0	0.0	0.0	0.0	0.2700341815419673	0.0	0.9550293027149862	0.0	0.6658595641646489	0.9646721130492384	0.0	0.0	0.0	0.0	0.0	0.0	0.062408295021031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9354177344951308	0.5884006509838734	0.0	0.0	0.925965830383254	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129324280633688	0.0	0.0	0.0	0.0	0.0	0.0124688279301745	0.0	0.0	0.0	0.0	0.0	0.0	0.2812591938805531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN11	0.0	0.0	0.0	0.1000340251786321	0.0	0.0	0.0	0.0	0.0	0.7092696629213483	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.1817666241315752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122626582278481	0.0	0.0	0.0931582584657912	0.0414253897550111	0.0	0.0143644234553325	0.0	0.0	0.0	0.0	0.9547430830039526	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.2163594470046083	0.3347405016141048	0.0	0.0	0.0	0.770956641431521	0.0	0.0	0.0	0.0	0.0	0.9319502074688796	0.0	0.0718827459855587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0840621095841513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1542755645775184	0.0	0.0	0.0	0.0	0.0	0.0	0.9459510357815444	0.0
KRAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0367488628202058	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0270748987854251	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3206627680311891	0.0	0.0	0.0	0.0	0.0331773713313483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5052991452991453	0.0	0.0	0.0	0.0354129778148109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0763936682725395	0.0	0.0	0.0	0.378852798894264	0.0	0.0	0.0	0.0	0.0	0.0	0.6354328667703474	0.0	0.0	0.0787373004354136	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0643382352941176	0.0272045028142589	0.8947750362844702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2750179985601152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCOR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	1.0	0.0	0.9444057405601226	0.0	0.0	0.8616195230171936	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9547430830039526	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1795166858457997	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9838187702265372	0.0	0.0	0.0	1.0	0.0	0.0	0.2425570776255707	0.0	0.0	0.0	0.9459510357815444	0.0
TP53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8293532338308458	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0019261637239165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7963778756730299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8099733720648753	0.618161094224924	0.6455290345564659	0.0	0.0	0.0	0.0	0.0988805970149253	0.0	0.0	0.0	0.0	0.5723336853220697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IDH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0498481781376518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0291179596174282	0.0	0.0	0.0	0.0	0.0	0.0	0.912621359223301	0.3809813463098134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8095985867111591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5899101589495508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.2594090202177294	0.0	0.0	0.0	0.7948910593538693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9644833125111548	0.9624641833810887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1096511101042138	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PHF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064957865168539	0.0	0	0.0179796546013721	0.0876288659793814	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0094861660079051	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9698231009365244	0.0	0.0	0.0	0.0	0.0	0.1886659626891939	0.0	0.007853798519861	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SF3B1	0.0	0.8773168578993822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8814027630180659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8553573595437447	0.0	0.0718054599678825	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9815773750248954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRSF2	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.8729411764705882	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8968909878000787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.2849144634525661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6767660135023876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.9900811541929666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7282608695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0791901281897687	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121036068748487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6412078152753108	0.0	0.0	0.0	0.0	0.0	0.0	0.4097928436911487	0.0
STAG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.657052409426662	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0498640072529465	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7940161104718066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7574429223744292	0.0	0.0	0.0	0.0	0.0
