,0,1
75,4.974408,-0.9724152
76,1.6774509,-1.1942981
77,-4.4537764,5.488346
78,-3.1762059,5.3375416
79,0.07378103,4.821211
80,-0.92032635,0.19553167
81,-3.9367402,3.0807712
82,16.81311,-1.4334472
83,-0.90907866,-0.76592594
84,14.732488,0.5699533
85,2.280442,-2.2448092
86,-4.310396,5.7479424
87,5.5883346,-1.6675218
88,3.225044,-4.1904387
89,18.71823,-1.6468041
90,15.373959,0.2456545
91,-1.0152678,1.7572263
92,13.555584,-0.74930763
93,-1.3792471,2.6223795
94,-4.1848683,4.522849
95,-4.936471,5.163435
96,2.4136193,-4.551906
97,-0.96863955,2.1614225
98,5.4573064,-2.3735297
99,-2.0689151,2.2565477
100,3.9042554,-2.5491326
101,16.18348,-1.7053001
102,16.702507,-0.79210246
103,4.1698475,-2.4029543
104,18.404203,-2.134245
105,3.4492395,-5.288861
106,-2.9011378,2.1333876
107,17.057146,0.21160118
108,5.3997674,-2.383908
109,1.0782589,2.3555603
110,1.9422586,-4.1309905
111,3.1278355,-3.745594
112,3.2822874,3.5996366
113,1.8053042,-5.160355
114,18.064598,-1.2908909
115,1.8316097,-4.6585865
116,0.6326556,2.915146
117,0.6064537,2.9615722
118,3.5364432,-3.4207857
119,-0.52931327,3.4654703
120,0.38299266,1.7639918
121,0.9375516,-3.3279963
122,1.0506732,-2.0645912
123,16.192505,-1.8422436
124,15.877138,1.4326359
125,0.19699341,4.6890264
126,0.6485136,5.087275
127,1.5841182,-1.0470407
128,5.721075,-1.7820548
129,17.08549,-2.384927
130,17.49074,0.7426272
131,17.993958,-1.8692632
132,14.578054,-1.2139353
133,-4.469604,4.2679515
134,-4.0567446,5.593128
135,3.3865166,-5.3210855
136,17.973492,-1.9348006
137,3.1094217,-1.6173626
138,2.4009955,-3.716805
139,-0.84004366,5.1762023
140,18.079874,-0.30363208
141,1.9834518,-3.4962897
142,-4.3853555,4.673344
143,-2.0185387,5.272042
144,4.1485944,-0.67784196
145,-4.5152144,4.3725696
146,16.136457,-0.59112954
147,2.4128313,-2.5145519
148,3.093045,-6.0235977
149,4.7249656,-4.231151
150,0.865975,-3.3088908
151,16.979494,-0.54671156
152,3.5728712,-1.9580085
153,5.0022,-0.8802132
154,-3.2803736,5.175154
155,-4.000744,5.740943
156,4.348665,-2.9098651
157,-0.68561834,2.727885
158,1.3396372,3.2045743
159,-4.1349964,5.4035287
160,-0.26245072,3.8220332
161,0.8551969,3.286387
162,16.12801,-1.8655336
163,3.2810695,-1.9876817
164,16.057465,-1.8326317
165,-2.4705536,2.2157156
166,18.598026,-1.6816462
167,-0.5702235,0.11423562
168,3.308966,-2.1505551
169,3.9671013,-0.8294225
170,-1.7504689,2.391289
171,18.952074,-1.3016368
172,18.435217,-1.9623485
173,16.127821,-1.7191161
174,-5.0730214,5.2843266
175,-4.725414,5.176807
176,15.201636,-0.51757157
177,3.5885205,3.7228553
178,0.16581216,1.6990128
179,3.7035792,-5.890233
180,-0.49483815,-0.91556466
181,-3.303461,4.8452277
182,2.8519843,-5.679501
183,3.0761847,-2.7786834
184,2.4050875,11.405549
185,1.8566778,-3.4667494
186,14.206381,-0.62440634
187,2.2864954,-6.1143427
188,2.9574447,-2.6561477
189,18.491972,-2.2866826
190,16.053555,0.25621876
191,3.1651058,-5.9401107
192,2.6422687,-1.5304466
193,0.033193395,2.5317104
194,1.9501276,-4.7002316
195,17.435978,0.25559497
196,3.3571756,-5.600039
197,2.6107345,-1.8816875
198,15.700809,-1.0959874
199,-0.8777431,0.21172757
200,-0.37975365,-0.5764231
201,-0.20006816,4.0228963
202,17.918419,-1.6680254
203,17.32717,-0.47152352
204,17.762577,-1.1701983
205,17.650143,-0.91887313
206,2.5591936,11.587365
207,15.104971,0.43965366
208,-0.4351345,3.89159
209,6.166108,-2.3605897
210,3.0794747,-3.8438923
211,0.9241773,0.99759805
212,0.9769,3.3454404
213,-5.2360034,5.550592
214,4.0396705,-0.7161538
215,18.174288,-1.9621904
216,5.7939873,-1.6919991
217,-5.2512083,5.261082
218,18.33971,-1.3564619
219,1.7551805,-1.3289145
220,3.1279764,-2.9953938
221,17.033813,-0.69692695
222,-5.125685,5.067239
223,3.4792733,-4.576614
224,5.0842533,-0.9687163
225,-4.1792145,5.0282607
226,15.94678,0.37474868
227,0.5336265,4.050424
228,5.754727,-2.0566833
229,-0.80501944,-0.16858302
230,3.338943,-5.651936
231,-1.0440972,4.246718
232,3.2119532,-1.526006
233,15.540727,-0.92001426
234,-0.67082345,2.8067164
235,4.687351,-4.078302
236,2.1852956,3.7854667
237,-2.0648613,4.3070254
238,16.008896,-0.103356756
239,14.766363,1.0731971
240,5.691008,-1.9610137
241,-0.416236,5.1314993
242,-4.726121,5.5696645
243,15.583151,0.6648621
244,1.2471488,2.6041245
245,2.5293262,11.519217
246,-0.846939,3.2664633
247,3.3364005,-5.5097513
248,0.50370973,2.7533402
249,3.1918893,-1.5739409
250,-4.4700737,6.036786
251,3.0471067,-5.4462705
252,-1.3054981,-0.50788945
253,0.8488936,5.134315
254,1.1157125,-1.9631156
255,2.5365167,11.597004
256,-4.4768887,5.9209166
257,0.8559643,1.1723193
258,17.946167,-1.3717277
259,17.665455,0.66792333
260,2.5437794,-3.7843666
261,-1.873334,2.1577191
262,3.768384,-2.536411
263,0.35416767,4.0017548
264,2.6396363,11.590846
265,17.074537,-2.3816595
266,-3.4992645,5.11965
267,2.492696,3.535877
268,3.3969696,-4.551616
269,3.164718,3.7187388
270,2.9850547,3.9563699
271,-1.9251173,3.0947402
272,-0.3758104,0.009049327
273,-0.48069254,5.565001
274,-1.3962342,3.817771
275,15.165327,0.0585141
276,15.521923,-0.97701365
277,3.0868566,-2.767285
278,0.8113717,3.3162918
279,-2.994097,2.7357628
280,3.9144824,-5.950943
281,3.5183885,3.7794704
282,-0.25220412,-0.589806
283,18.039698,-0.82503444
284,0.18713887,4.8806214
285,-0.5772188,3.7874155
286,15.91955,0.80822104
287,3.5249991,-1.8029898
288,4.202219,-0.6799284
289,0.4409393,4.2586074
290,3.3771696,3.7252061
291,16.96918,-1.4221443
292,-0.69068724,-0.13147165
293,14.522645,1.2859579
294,2.223324,-4.39461
295,2.6458738,-1.7534097
296,3.169114,3.7317173
297,14.9043455,-0.25431952
298,-4.7664714,5.3711977
299,3.4404671,-3.5110328
300,1.6815016,-1.0819006
301,-0.8358075,3.1931868
302,-1.4691151,3.3630903
303,0.27959618,1.6371517
304,5.51781,-1.7064909
305,0.034552842,4.172444
306,15.003487,0.79383165
307,17.64603,-2.375533
308,3.2484295,-5.881249
309,1.6474043,-4.042816
310,-1.8147777,5.372473
311,2.889051,-4.695842
312,1.2252463,-4.466989
313,-1.4384558,-0.16940008
314,17.967537,-0.30311474
315,0.9556978,2.3727164
316,16.898415,0.84896386
317,15.717695,-1.2373351
318,2.5596352,11.507447
319,4.0751796,-0.6821979
320,3.4187756,-5.5130877
321,1.0212885,2.3947134
322,-4.672659,4.730164
323,-0.43118957,5.257903
324,0.4310293,4.0809283
325,2.7004004,-1.2188433
326,-4.464284,4.481675
327,-1.9137541,5.2713184
328,0.83300143,-2.2644126
329,2.7494133,-4.9097586
330,0.19088055,1.3605077
331,-0.9538135,3.3995798
332,2.1241972,-4.2158823
333,14.404745,0.09420771
334,-1.2124026,-0.52119356
335,0.9501938,-3.365786
336,16.350311,-0.5770228
337,-0.9723982,1.755046
338,-4.3449187,6.0220985
339,3.336779,-3.430954
340,2.2085955,-1.9747297
341,3.0707984,-3.892447
342,3.2831767,-1.7030656
343,3.306493,-5.9334593
344,-0.88921654,1.918767
345,17.07237,-2.3407629
346,17.811028,-1.2067883
347,18.429781,-1.2524803
348,3.4497736,-1.7732515
349,18.069046,-1.6426198
350,-1.8984517,5.3008375
351,17.730883,-0.4548143
352,16.150257,-0.6551889
353,5.79712,-2.948353
354,2.9330451,4.0689297
355,0.48198044,3.1798954
356,-0.32799593,5.4013352
357,-0.6615226,5.6432548
358,-2.286213,4.4653616
359,-0.33777738,3.7208092
360,3.3945236,3.7208707
361,1.0289,3.1212964
362,-0.5340343,0.08024405
363,18.491173,-1.2041558
364,1.8699588,-3.4272153
365,-0.0146376975,1.9248999
366,-4.775748,5.6761885
367,17.621569,0.79269636
368,18.117632,-2.2373948
369,-4.594776,4.5497646
370,18.172365,-2.159195
371,18.481077,-2.1562324
372,-0.8504338,0.15709987
373,17.347412,0.67218465
374,-4.12249,4.9182806
375,2.6422098,-4.62666
376,1.5101879,-4.1764455
377,-1.2830867,-0.072793595
378,13.992527,-0.36263302
379,1.2814089,-4.4558196
380,14.605587,0.76726115
381,5.759007,-2.2275372
382,14.230222,-0.5453448
383,1.3790725,3.8014464
384,15.949753,-0.9557726
385,16.029972,0.17494753
386,-0.8127723,-0.67275494
387,16.945108,0.04823653
388,-3.4832022,5.136747
389,0.71097,1.3732795
390,-4.417706,4.957327
391,-0.4189022,5.4327955
392,-0.8133947,0.31351873
393,5.67163,-2.391593
394,2.4555264,11.498023
395,6.277969,-2.5502853
396,-4.841232,5.9474907
397,-4.7125745,5.905495
398,5.821787,-1.847006
399,0.91569155,3.7518425
400,1.5060447,-2.6715298
401,5.6494327,-2.9065645
402,17.549726,-0.5847746
403,13.995282,-0.36443895
404,-4.427251,5.9825983
405,3.7241695,-3.1695354
406,17.989214,-0.30819297
407,2.3994243,-1.9830699
408,-2.5141423,2.1936123
409,13.666222,-0.4887664
410,17.098103,-1.3238709
411,2.223211,-4.378277
412,-5.0426774,5.8277135
413,3.1280823,-5.70587
414,0.22352543,4.4654746
415,2.5718033,-3.9805377
416,2.9447913,-5.7029886
417,16.183514,1.491235
418,14.669506,0.9489641
419,16.397896,-1.6552213
420,15.918383,0.96852285
421,2.2747452,-4.4924397
422,-0.86636317,4.8938923
423,5.894522,-3.1290321
424,-0.56209314,0.18676002
425,0.5999905,2.1018443
426,0.1496087,2.165348
427,-0.752811,-0.1924317
428,0.5245277,4.868682
429,-0.67250896,-0.24862441
430,-1.8664832,2.168963
431,-2.9397254,2.2388105
432,4.720475,-2.5085187
433,2.5344229,3.5997589
434,5.834366,-2.158962
435,5.335426,-1.8301593
436,-2.3427932,2.1948152
437,18.25219,-0.89747006
438,1.046894,2.5587234
439,-4.4925184,4.9512854
440,2.9204266,-2.1160095
441,14.738589,1.1358999
442,17.328386,-2.0111601
443,-2.0558589,5.0698423
444,2.543904,-2.0174916
445,3.4771945,-5.412914
446,-0.8598433,4.3666706
447,3.3405662,3.7068875
448,17.824255,-1.0607289
449,0.65907615,3.3339186
450,18.552313,-1.9900721
451,-1.0223411,4.28275
452,3.3408747,3.8521063
453,-3.9403603,3.0689569
454,-0.093781695,2.1254113
455,3.4184546,-5.5949492
456,16.75105,0.2761439
457,17.54423,0.6358426
458,5.615048,-1.7759345
459,1.9697784,-4.8344364
460,0.78176916,1.2614702
461,-5.134846,5.5000343
462,17.585228,-1.6055022
463,2.5210085,11.546318
464,-0.6865453,-0.59421414
465,17.768232,0.29349688
466,4.077566,-0.6587391
467,-0.43603802,2.4752395
468,18.61838,-1.9670756
469,17.694149,-1.0237252
470,3.117872,-5.7599883
471,-1.0389568,1.7968184
472,-0.5495609,3.745967
473,3.2910063,-1.3410676
474,18.404467,-1.7595686
475,-4.8758655,4.758101
476,2.6224072,-5.096526
477,3.4359128,-5.948362
478,16.628927,-0.5023965
479,2.6184375,3.6324356
480,2.318201,-4.561636
481,16.934292,0.86615515
482,13.857906,-0.45953265
483,14.903423,-0.31989652
484,0.80135113,5.1222754
485,2.2273476,-4.4364743
486,14.547541,0.1336729
487,18.317749,-2.1173496
488,-2.6231792,3.4764144
489,-0.5653222,-0.603172
490,3.404168,-4.424539
491,-3.053315,2.5911484
492,17.88304,-1.7887195
493,15.607565,0.57267386
494,0.8820482,-3.3357499
495,-1.8881426,2.1865966
496,2.6053784,-4.6908226
497,1.6832798,-5.186671
498,-4.5709324,4.50263
499,5.807739,-2.6830146
500,1.242295,-4.6258044
501,0.3537848,1.668676
502,4.2088885,-3.1244252
503,15.708603,1.3299637
504,-4.1762543,5.424629
505,13.881213,-0.6670042
506,1.9557846,-1.755052
507,2.7724931,-4.274476
508,0.42048508,2.9109828
509,14.591997,1.1918625
510,-4.436285,4.3939433
511,16.21423,0.3224476
512,16.402533,-0.2731432
513,-1.0787914,1.9179053
514,2.9771998,-2.1771524
515,4.837027,-2.0063062
516,-4.7108936,5.3766394
517,18.313728,-1.6228468
518,-1.8229411,5.428008
519,4.6734576,-4.285082
520,-1.019407,-0.6274752
521,0.15675005,5.020705
522,18.335543,-1.8821704
523,-4.5961328,4.3793716
524,18.087801,-1.8676665
525,18.624352,-1.5141299
526,1.228745,4.475589
527,-0.5398529,5.508601
528,3.8968146,-4.6592183
529,2.2057161,4.3693795
530,18.280651,-2.266327
531,5.243662,-2.8225021
532,-0.7261718,-0.45542058
533,-1.7534201,3.2206497
534,-4.7609735,5.8331637
535,3.95148,-1.868796
536,5.9469914,-2.721455
537,18.280598,-2.091215
538,3.1600168,-1.7049335
539,18.050558,-1.5849758
540,5.9776196,-2.7670608
541,4.146998,-0.61673695
542,5.396426,-2.713245
543,5.717703,-3.069332
544,-4.7817483,6.072855
545,1.9175383,-5.0561543
546,-0.59243286,5.6454453
547,4.853108,-1.9819404
548,-4.431147,5.793691
549,-4.3822255,5.753009
550,17.26475,-2.429178
551,4.322539,-1.6646264
552,4.3443575,-4.6379414
553,18.385454,-1.9086392
554,17.558832,-0.82931644
555,3.5280557,-4.598351
556,17.194704,-0.5885771
557,-4.581921,5.0337787
558,-0.43078363,5.3789916
559,3.048732,-2.769268
560,-5.2570405,5.3754168
561,-0.37886688,5.6515117
562,15.291508,0.5600481
563,-0.7012182,-0.4933096
564,14.371232,-0.4221992
565,1.0478207,4.0138803
566,-0.041320495,2.1198666
567,3.5982227,-1.9426641
568,-3.8376522,5.295215
569,4.888997,-4.039344
570,2.2291791,-3.549168
571,3.0636098,3.5988634
572,5.6512384,-2.046671
573,6.0285797,-2.637656
574,3.1003447,-4.104537
575,17.571648,-1.0367328
576,-4.376386,5.0882025
577,16.22142,0.94354504
578,6.2482734,-2.1003897
579,-1.5295349,1.4953034
580,-4.2715883,5.471213
581,17.900728,-2.2266598
582,0.08363211,2.9535713
583,3.8516514,-2.3671997
584,4.1639132,-4.861386
585,17.57773,-1.2013843
586,-0.23910649,-0.31321922
587,3.0123944,-2.787043
588,18.055428,-0.41319957
589,15.86213,-0.48638603
590,0.52451056,2.147285
591,1.8741989,-3.4330864
592,1.8831863,-3.4065404
593,13.937564,-0.42897132
594,4.031129,-0.7225331
595,1.1096839,-3.5833411
596,1.854407,-3.541572
597,-0.788845,-0.7305208
598,5.8377686,-1.9962442
599,3.4350955,-3.006337
600,-1.230725,4.3442774
601,18.424059,-1.8917229
602,0.23457898,1.7431399
603,-1.3353567,-0.2104195
604,4.5691156,-1.1300528
605,14.926482,0.77164304
606,3.4612203,3.8458273
607,3.420985,-5.107651
608,15.574674,-0.799075
609,15.6537485,1.453132
610,4.180776,-0.83035505
611,5.83639,-2.9534209
612,0.9551743,3.1977131
613,-1.935356,5.3293357
614,3.6745803,-5.972751
615,2.1740339,-5.2968683
616,4.0761027,-0.6583238
617,-0.2567527,3.3881376
618,-5.055997,5.819397
619,-1.1568153,3.199781
620,3.297452,-5.6558657
621,0.6294244,5.076346
622,16.288742,0.3841592
623,-0.6355731,5.6647887
624,15.431779,-1.8007017
625,17.516857,0.40454838
626,-1.0440118,4.2829
627,17.664328,-2.5059273
628,-1.5312812,4.251801
629,17.773888,-1.889333
630,1.1806647,4.695133
631,-3.0146089,2.2095594
632,3.3755825,-4.312261
633,-0.16484176,5.1875257
634,-1.1147453,0.49167743
635,2.2889185,-1.8801978
636,16.34929,1.0920463
637,-3.1855443,3.8330612
638,2.8339558,-5.1887035
639,18.346502,-2.1645749
640,5.2307606,-3.1253119
641,16.629705,0.09690657
642,-1.8168486,2.1898239
643,16.920519,-1.2458501
644,18.44541,-2.0618894
645,4.126764,-0.6782473
646,-0.79725266,-0.33859384
647,17.50248,-1.1824098
648,3.3838625,-2.8492181
649,3.311637,3.7819815
650,-0.78616256,-0.21788065
651,15.204322,0.25942016
652,-0.98052883,-0.70589626
653,-1.8017757,5.3376327
654,-0.97280306,4.261004
655,1.1189988,-3.5532675
656,0.81072336,1.7493589
657,16.1243,1.4181496
658,14.559864,-1.2293247
659,2.7518377,-1.7501287
660,18.336798,-1.8675083
661,-4.533585,4.39086
662,3.2732015,3.4171731
663,13.771494,-0.26798996
664,18.149305,-1.822559
665,1.6147296,-4.2514606
666,2.4724336,-4.832074
667,-1.830002,2.65557
668,18.24087,-1.8419359
669,0.25132588,1.6897763
670,5.2712812,-3.424911
671,16.76125,-0.03805835
672,17.681412,-1.3282387
673,14.660103,1.151209
674,4.6180964,-3.089765
675,18.53946,-1.5208703
676,17.344183,0.4560276
677,3.5157504,-4.4670963
678,-5.027709,5.3121495
679,0.8824252,2.3397026
680,16.53055,-0.66062135
681,3.9129019,-2.5200367
682,15.996646,0.15525046
683,-1.570185,4.128608
684,-1.915101,2.3146265
685,2.9345422,3.880757
686,16.417147,1.1416613
687,1.245678,4.2450824
688,0.6144547,4.90362
689,5.4607105,-2.006054
690,3.121175,3.9074953
691,15.251985,-0.8345043
692,2.330986,-4.6980996
693,3.473901,3.9013348
694,3.7443671,-6.035359
695,2.2808867,4.365346
696,-0.670879,-0.6325821
697,-2.4755304,2.1887703
698,-4.1329913,5.6205673
699,2.9326735,-4.3747125
700,-3.0757933,4.518009
701,18.640522,-1.5322745
702,-0.62082034,2.662927
703,-0.26739004,4.437781
704,17.19085,-1.8495395
705,-0.06517402,2.1600177
706,-0.8915878,1.8002254
707,-1.811739,5.1186743
708,4.1769857,-1.9911442
709,17.172228,-0.83051884
710,18.056856,-1.9009137
711,15.874195,-0.8538547
712,-4.480213,4.507242
713,2.2359848,3.681533
714,14.594222,-1.2330886
715,-4.919867,5.6683097
716,0.37968868,1.6026922
717,15.426259,-0.8466536
718,5.8208466,-1.8719432
719,0.5889823,2.1535897
720,17.786053,-0.42727008
721,-2.0611465,3.5338764
722,15.649527,0.7042444
723,5.540001,-2.8284056
724,6.08129,-2.2489393
725,18.292559,-1.9939852
726,17.00112,0.19456202
727,1.5205747,-0.68409944
728,3.1012747,-5.8561635
729,18.52805,-2.033766
730,17.262177,0.6381515
731,16.363394,0.5058218
732,15.380044,1.1179168
733,3.028514,-5.239368
734,18.26468,-2.1090908
735,-1.796712,3.2208238
736,16.924002,0.77536047
737,-4.618244,5.999451
738,15.715605,-0.8597068
739,0.99414384,4.89558
740,-0.06546995,4.7435665
741,18.382618,-1.665191
742,3.279679,3.724839
743,2.3938742,-4.6840916
744,-1.7871534,5.181663
745,3.7339642,-6.0056586
746,5.0722957,-2.614166
747,6.0135756,-2.741276
748,3.878862,-6.0671067
749,2.8690789,-4.1035924
750,-1.7124172,5.020336
751,4.130122,-0.63796747
752,15.712922,-0.009022755
753,1.0103596,0.9299054
754,16.133888,-0.69510084
755,18.752863,-1.9879253
756,-3.9311366,3.064007
757,0.8212602,5.1245666
758,14.96645,-0.37711
759,-0.5488579,5.5921354
760,1.6580998,-1.0487379
761,2.880398,-5.1440644
762,0.97266006,-3.439517
763,16.557392,-0.45432377
764,14.415501,-0.8693758
765,-4.4021173,4.408661
766,-4.388649,4.243034
767,-0.47342148,3.4569905
768,1.8684506,-3.6926987
769,-0.759921,2.7474725
770,-4.552063,4.4341435
771,3.5028067,-4.495859
772,18.019287,-2.1996515
773,2.2516022,-2.1748452
774,-1.7573346,3.2069685
775,16.456392,0.0060014417
776,5.658713,-1.8522116
777,-1.3819699,2.5736122
778,1.8152825,-1.0661887
779,0.96548754,3.2314682
780,14.541458,-1.2045289
781,17.597668,-2.401284
782,14.992367,-0.3547937
783,16.438673,-0.62926996
784,18.683996,-1.5566262
785,0.5191594,4.0634527
786,17.445515,-0.903097
787,3.413035,3.8661275
788,-0.17857285,4.2029643
789,14.610758,-0.19961394
790,1.912052,-5.031037
791,5.785356,-1.8963081
792,1.4394845,-4.853387
793,17.239826,-1.3851953
794,17.909258,-2.3910463
795,-1.0183653,4.252275
796,17.943045,-2.4554763
797,1.469794,-3.23088
798,-0.6152664,4.4909253
799,16.33314,0.1682635
800,15.36844,0.2469364
801,-1.7210013,3.1717997
802,3.1087472,-6.0148582
803,-0.057494033,2.273936
804,15.791154,1.3420757
805,2.0349174,-4.3236647
806,-4.213978,5.2850966
807,6.2921605,-2.111617
808,-0.9482657,3.2729614
809,14.000646,0.0045854654
810,2.4426098,11.345917
811,-0.01730426,2.0274396
812,6.162665,-2.5691042
813,5.3954153,-3.0819647
814,1.8644135,-1.1965313
815,15.671949,1.3692842
816,13.887339,-0.40398458
817,-0.5663613,5.4605618
818,1.1745838,-4.5206723
819,-1.1975387,-0.41388035
820,14.134597,0.10932215
821,1.0235384,2.4054775
822,15.746938,-0.9243784
823,6.1446576,-2.4605303
824,-5.17093,5.4337234
825,17.178047,-1.3529474
826,-2.3432007,4.4660864
827,-1.5924202,4.0868278
828,2.9990258,-5.3911924
829,-3.766917,5.5099025
830,0.9860446,2.3724525
831,-4.5478506,4.382308
832,2.928435,-5.839951
833,1.1672312,3.3771877
834,-4.4270372,4.561658
835,18.76645,-0.43367374
836,-0.91861117,4.3047256
837,-0.9146211,4.236281
838,16.416224,1.1291137
839,3.9954717,-0.76270366
840,18.362867,-2.189121
841,1.2634938,4.498673
842,5.8990164,-2.2566357
843,2.412141,-2.1329842
844,4.5199785,-3.0557022
845,-1.8851988,5.364739
846,-3.3682175,5.4178143
847,3.3269193,-1.5524971
848,18.780897,-1.801106
849,17.109625,-1.241552
850,1.1822904,-2.4254208
851,14.670615,1.1984557
852,-4.1554103,5.454104
853,18.447239,-2.2178285
854,5.6206064,-1.7912549
855,-1.6311249,-0.25784937
856,-0.7709008,0.038800176
857,17.29586,-1.0121537
858,5.5017633,-2.4171033
859,3.0192924,-5.788105
860,2.6456096,-4.7631645
861,2.393281,11.38116
862,2.6632073,-5.130957
863,1.0208575,3.2876143
864,-0.94465077,-0.07019495
865,16.39583,0.5458001
866,2.9228919,3.6070704
867,-2.390214,4.416068
868,-3.1488967,4.476355
869,-1.6787338,4.6073647
870,5.3708034,-2.7090864
871,4.529287,-0.86071676
872,-4.573428,4.6286488
873,-2.9170406,2.1790648
874,1.3925178,-4.41544
875,-4.502647,4.5621824
876,3.4377067,-4.4556046
877,17.617493,0.3397126
878,13.937905,-0.32979223
879,4.695742,-4.2761703
880,16.317963,1.119259
881,-0.24183199,3.9407496
882,14.258033,-0.19258554
883,-0.2558792,3.85842
884,1.2157507,4.4824824
885,17.159563,-1.8689579
886,16.359121,-0.46205476
887,1.341755,3.7779791
888,1.014349,3.0415335
889,5.9534287,-2.1893952
890,5.6239843,-1.8950709
891,0.67519534,3.4563901
892,17.232676,0.6913858
893,2.2604375,4.3432117
894,2.917608,-5.2868834
895,1.1569164,-4.505155
896,1.8499297,-4.2131777
897,-0.44160444,0.47990593
898,-0.3690226,2.6725981
899,14.468087,0.67747235
900,-4.908135,5.6685658
901,5.288796,-2.8135896
902,18.460665,-1.3423045
903,-1.6123656,4.1162553
904,15.679805,-1.2630037
905,5.105308,-3.6412427
906,0.56328857,4.6307225
907,-1.5008382,-0.38921288
908,1.8504694,-3.4751523
909,16.33229,-1.8920616
910,14.548281,-1.1762724
911,14.585638,1.1515648
912,16.174417,-1.9405546
913,3.5121045,-3.2554548
914,-2.2853181,3.3758352
915,0.8790577,-3.3385088
916,14.97922,-0.076975174
917,17.47423,-1.1752614
918,17.961098,-1.8409357
919,0.5228157,5.0159817
920,-1.1348445,-0.71380734
921,16.35851,-0.64588404
922,16.226824,0.0071618143
923,16.244974,-0.37457165
924,3.2607856,-5.737487
925,2.9450998,-4.9773817
926,-3.5034719,2.8051665
927,18.370953,-2.003127
928,4.145709,-3.141956
929,-0.9238607,-0.65572
930,-0.7662306,5.388075
931,3.537418,-5.7211714
932,0.7049799,4.1043725
933,2.3340175,-5.5068088
934,-4.512898,4.3026423
935,0.49530804,4.1195855
936,5.631245,-2.3751092
937,17.848063,-0.51947004
938,-0.8455092,-0.6171425
939,17.504364,-2.1654274
940,3.2616472,-6.018863
941,-4.603991,4.6156793
942,2.5295634,-5.171361
943,18.406582,-1.674549
944,18.364187,-1.4406418
945,15.18857,0.87176204
946,2.2822552,-4.453683
947,6.2956333,-2.9114144
948,2.149871,4.222617
949,-4.619619,4.2715125
950,-1.7076099,5.171563
951,1.2281396,3.5481923
952,13.744463,-0.2753206
953,2.7830136,-5.146167
954,1.7120174,-5.02957
955,1.0214655,-2.0844948
956,-4.788838,5.052773
957,-0.61677194,-0.48494944
958,-4.8040304,4.560833
959,1.6701316,-1.1263853
960,6.019388,-2.6419878
961,16.3279,-0.32846338
962,17.230053,-0.119642556
963,16.06351,0.121999055
964,-1.095462,5.349023
965,0.8453529,-2.373931
966,2.398053,-2.2756984
967,15.052296,-0.6390928
968,18.731531,-1.268196
969,3.6084335,-4.3885736
970,14.282623,-0.18393269
971,3.196231,-3.261197
972,5.983829,-2.3400328
973,-0.464434,5.46888
974,1.1568468,-3.627658
975,2.5385756,-2.170493
976,3.0455616,-5.8119264
977,5.375986,-2.5272021
978,3.3335817,-6.0040846
979,17.410631,0.5568037
980,4.1079116,-1.9549761
981,1.1937134,-1.4505349
982,-1.6371566,4.103796
983,17.472786,0.8583684
984,-4.471907,5.9109755
985,1.3813462,-2.2112036
986,3.0342019,-5.269431
987,17.580503,-0.6418116
988,-5.2737803,5.3048077
989,16.144281,-1.1789404
